STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,TIMELINESS,Timeliness,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,RE_TPES_EBIOM,Renewable energy supply (excluding solid biofuels),PT_SUP_NRG,Percentage of energy supply,_T,Total - all activities,2019,,10.29,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2017,,125.3,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2016,,119.07,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2015,,118.49,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2014,,114.23,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2013,,116.8,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2012,,125.22,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2011,,125.47,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2010,,127.4,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2022,,115,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2021,,114.83,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2020,,109.09,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRGS,Total energy supply,TOE,Tonnes of oil equivalent,_T,Total - all activities,2019,,121.28,,A,Normal value,,,6,Millions,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2017,,12.74,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2016,,12.02,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2015,,12.69,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2014,,11.49,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2013,,11.76,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2012,,9.65,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2011,,10.33,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2010,,8.6,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2022,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2021,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2020,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,MWAS_INC,Municipal waste incineration,PT_WST_TR,Percentage of treated waste,_T,Total - all activities,2019,,10.98,,A,Normal value,,,0,Units,_Z,Not applicable,,,0,"close to real-time, very timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2018,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2017,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2016,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2015,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2014,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2013,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2012,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2011,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2010,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2022,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2021,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,ENVRESPROD,Environmental and resource productivity,_X,Unspecified,BTE,Industry (except construction),2020,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2018,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2017,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2016,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2015,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2014,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2013,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2012,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2011,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2010,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,PM_SPEX35,Population exposed to more than 35 micrograms/m3,PT_POP,Percentage of population,_T,Total - all activities,2020,,0,,A,Normal value,,,0,Units,_Z,Not applicable,,,4,4 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2018,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2017,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2016,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2015,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2014,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2013,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2012,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2011,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2010,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2021,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,TECHPAT_PAT,Technology and innovation: Patents,_X,Unspecified,_T,Total - all activities,2020,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,EAMFP_NKG,Contribution of natural capital,PD,Percentage points,_T,Total - all activities,2010,,0.01,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,EAMFP_NKG,Contribution of natural capital,PD,Percentage points,_T,Total - all activities,2013,,0.02,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,EAMFP_NKG,Contribution of natural capital,PD,Percentage points,_T,Total - all activities,2012,,0.01,,A,Normal value,,,0,Units,_Z,Not applicable,,,5,5 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2017,,86.07,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2016,,81.83,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2015,,84.24,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2014,,82.91,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2013,,81.26,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2012,,88.23,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2011,,96.04,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2010,,98.33,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2020,,72.49,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_DBEM,Demand-based GHG emissions,IX,Index,_T,Total - all activities,2019,,83.12,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2016,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2015,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2014,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2013,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2012,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2011,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2010,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2022,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2021,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2020,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2019,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,NRG,Energy productivity,_X,Unspecified,_O,Other,2018,,,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_PBPROD,"Production-based GHG productivity, GDP per unit of energy-related GHG emissions",USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2017,,4.93,,A,Normal value,,,0,Units,Q,Constant prices,2015,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_PBPROD,"Production-based GHG productivity, GDP per unit of energy-related GHG emissions",USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2016,,4.98,,A,Normal value,,,0,Units,Q,Constant prices,2015,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,ESP,Spain,A,Annual,GHG_PBPROD,"Production-based GHG productivity, GDP per unit of energy-related GHG emissions",USD_KG_CO2E,US dollars per kilogramme of CO2-equivalent,_T,Total - all activities,2015,,4.68,,A,Normal value,,,0,Units,Q,Constant prices,2015,,3,3 years lag,2,Two
